,검사일시,생산라인,온도,진동,회전수,압력
50,2026-08-24 15:00,A라인,0.07272027702962677,0.0,0.04295596318942649,0.045673076923076907
51,2026-08-25 22:00,B라인,0.6136975759907656,0.46181818181818174,0.5158112531653388,0.39423076923076916
52,2026-08-26 12:00,A라인,0.10311658330126995,0.10909090909090917,0.04054721759001949,0.040865384615384595
53,2026-08-25 02:00,B라인,0.5740669488264716,0.5418181818181816,0.5283182014699523,0.40625000000000006
54,2026-08-25 19:00,C라인,0.9803770681031164,0.9345454545454543,0.9657216972392072,0.7139423076923076
55,2026-08-24 08:00,A라인,0.6594844170834935,0.07636363636363634,0.02519918473225892,0.004807692307692311
56,2026-08-25 07:00,A라인,0.021546748749519125,0.018181818181818275,0.06099067383114077,0.028846153846153872
57,2026-08-25 21:00,C라인,0.9749903809157366,1.0,0.9764684083750235,0.7379807692307693
58,2026-08-25 03:00,A라인,0.02424009234320929,0.02909090909090911,0.03409301463776161,0.0
59,2026-08-26 01:00,C라인,0.9407464409388224,0.9454545454545453,0.979278611574332,0.7379807692307693
60,2026-08-25 11:00,C라인,0.9753751442862639,0.9490909090909089,0.9573528503489594,0.7596153846153846
61,2026-08-26 04:00,B라인,0.5756060023085803,0.5090909090909089,0.5315916249768394,0.4278846153846154
62,2026-08-26 07:00,C라인,0.9449788380146208,0.9672727272727273,0.998023593354333,0.704326923076923
63,2026-08-25 10:00,B라인,0.5298191612158525,0.4654545454545453,0.46692607003891073,0.4591346153846154
64,2026-08-25 17:00,B라인,0.5290496344747978,0.48363636363636375,0.5328268791303811,0.39423076923076916
65,2026-08-24 14:00,A라인,0.03655252020007705,0.05818181818181822,0.03949725155950826,0.10096153846153844
66,2026-08-24 15:00,B라인,0.523662947287418,0.5236363636363636,0.46494966339324306,0.4495192307692308
67,2026-08-25 12:00,B라인,0.5463639861485186,0.5527272727272726,0.47115681551479205,0.4206730769230769
68,2026-08-26 03:00,C라인,0.9896113889957677,0.9672727272727273,0.9821814588351554,0.673076923076923
69,2026-08-26 01:00,A라인,0.07618314736437104,0.04363636363636367,0.018096473349392034,0.007211538461538414
70,2026-08-25 04:00,C라인,0.11696806464024645,0.9527272727272728,0.9486134272126494,0.6899038461538461
71,2026-08-26 06:00,C라인,0.9211235090419393,0.8981818181818181,0.990426780310049,0.7451923076923076
73,2026-08-26 05:00,B라인,0.5652173913043481,0.5090909090909089,0.46782162930022864,0.39903846153846156
74,2026-08-25 17:00,A라인,0.07695267410542514,0.10181818181818189,0.028565252300660867,0.06730769230769236
75,2026-08-25 18:00,C라인,0.9488264717198923,0.9490909090909089,0.9680069174232602,0.7764423076923076
76,2026-08-26 11:00,B라인,0.5190457868410929,0.4727272727272728,0.48638132295719855,0.4182692307692308
77,2026-08-26 03:00,A라인,0.06310119276644863,0.032727272727272834,0.006855660552158692,0.10096153846153844
78,2026-08-24 06:00,A라인,0.010003847633705465,0.0654545454545455,0.02813291334692153,0.02403846153846156
79,2026-08-26 00:00,A라인,0.10311658330126995,0.08727272727272734,0.046414674819344005,0.09134615384615381
80,2026-08-24 13:00,A라인,0.5362792507607819,0.07272727272727278,0.04277067506639464,0.03846153846153849
81,2026-08-25 03:00,B라인,0.6056175452096961,0.5527272727272726,0.4643320363164726,0.3725961538461538
82,2026-08-25 05:00,C라인,0.9392073874567142,0.989090909090909,0.9907664752022728,0.7451923076923076
83,2026-08-25 09:00,C라인,0.8853405155829164,0.9090909090909091,0.9768698659749243,0.6995192307692307
84,2026-08-24 16:00,B라인,0.5209696036937285,0.49090909090909085,0.46742017170032785,0.40144230769230765
85,2026-08-26 12:00,C라인,0.9476721816083109,0.9927272727272726,0.9973750849237233,0.6971153846153847
86,2026-08-26 08:00,C라인,0.9553674490188535,0.5007211782630777,0.9630967821629306,0.7403846153846154
87,2026-08-26 17:00,C라인,0.9988457098884186,0.9163636363636363,0.9730405780989438,0.6947115384615383
88,2026-08-24 20:00,C라인,0.8995767602924202,0.9490909090909089,0.9728244086220741,0.7620192307692307
89,2026-08-24 16:00,A라인,0.1015775298191612,0.010909090909090998,0.010036439997529494,0.06730769230769236
90,2026-08-26 04:00,C라인,0.9696036937283569,0.88,0.9807609165585819,0.6826923076923076
91,2026-08-26 14:00,B라인,0.538668718737976,0.56,0.47452288308319474,0.36778846153846156
92,2026-08-25 15:00,B라인,0.6090804155444405,0.5054545454545454,0.53072694706936,0.40625000000000006
93,2026-08-26 06:00,A라인,0.11542901115813771,0.050909090909090945,0.061237724661848965,0.04807692307692312
94,2026-08-26 03:00,B라인,0.5044247787610617,0.47999999999999987,0.4814094249891919,0.423076923076923
95,2026-08-25 23:00,B라인,0.5190457868410929,0.52,0.5046630844296217,0.358173076923077
96,2026-08-24 12:00,B라인,0.5432858791843016,0.46181818181818174,0.5271138286702491,0.4639423076923076
97,2026-08-25 23:00,A라인,0.061946902654867214,0.08363636363636362,0.06837131739855508,0.08173076923076919
98,2026-08-25 16:00,C라인,0.8995767602924202,0.9309090909090908,0.9460811561978882,0.7355769230769229
99,2026-08-24 17:00,A라인,0.9365140438630241,0.05818181818181822,0.009665863751467203,0.06730769230769236
100,2026-08-25 01:00,B라인,0.6071565986918044,0.4981818181818183,0.5170156259650426,0.3894230769230769
101,2026-08-24 22:00,B라인,0.5263562908811082,0.46909090909090917,0.48474461120375534,0.38701923076923084
102,2026-08-25 16:00,B라인,0.5013466717968448,0.5090909090909089,0.5369649805447475,0.44230769230769224
103,2026-08-24 22:00,C라인,0.9018853405155831,0.9963636363636361,0.9644555617318263,0.7115384615384615
104,2026-08-25 05:00,B라인,0.5602154674874951,0.49090909090909085,0.5354517942066584,0.44230769230769224
105,2026-08-26 07:00,B라인,0.6167756829549825,0.4581818181818182,0.5349576925452414,0.4182692307692308
106,2026-08-26 15:00,A라인,0.0,0.07636363636363634,0.01747884627262085,0.04807692307692312
107,2026-08-24 22:00,A라인,0.026548672566372132,0.08727272727272734,0.02766969303934296,0.40625000000000006
108,2026-08-25 18:00,B라인,0.5309734513274339,0.5163636363636365,0.49657216972392065,0.3774038461538462
109,2026-08-25 07:00,B라인,0.5021161985378995,0.49090909090909085,0.46677166326971814,0.3846153846153845
110,2026-08-24 07:00,C라인,0.9480569449788377,0.9054545454545452,0.9379284787845101,0.6826923076923076
111,2026-08-25 08:00,B라인,0.6186994998076186,0.5018181818181818,0.5036748811067875,0.3701923076923077
112,2026-08-26 10:00,C라인,0.9584455559830705,0.8981818181818181,0.976499289728862,0.40625000000000006
113,2026-08-25 15:00,A라인,0.03539823008849563,0.11636363636363645,0.057068741893644685,0.06009615384615384
114,2026-08-25 09:00,B라인,0.5148133897652946,0.5007211782630777,0.5289049471928849,0.39423076923076916
115,2026-08-25 00:00,C라인,0.9188149288187765,0.9745454545454545,1.0,0.7139423076923076
116,2026-08-26 00:00,B라인,0.5282801077337437,0.5454545454545455,0.5234698289172998,0.423076923076923
117,2026-08-25 02:00,C라인,0.8895729126587147,0.978181818181818,0.971311222283985,0.6971153846153847
118,2026-08-24 10:00,B라인,0.5994613312812623,0.46909090909090917,0.5087394231363104,0.3966346153846155
119,2026-08-24 09:00,C라인,0.9996152366294727,0.978181818181818,0.932061021555185,0.7115384615384615
120,2026-08-25 18:00,A라인,0.08734128510965793,0.12000000000000001,0.0,0.057692307692307744
121,2026-08-25 04:00,B라인,0.5055790688726431,0.47999999999999987,0.49932061021555213,0.4615384615384615
122,2026-08-25 14:00,A라인,0.11312043093497541,0.07272727272727278,0.019115558026064034,0.09134615384615381
123,2026-08-26 11:00,C라인,0.9257406694882645,0.9418181818181818,0.952195664257921,0.6995192307692307
124,2026-08-24 17:00,B라인,0.5186610234705655,0.5636363636363636,0.5049410166141685,0.4471153846153847
125,2026-08-25 11:00,A라인,0.11312043093497541,0.04363636363636367,0.0617935890309431,0.03365384615384618
126,2026-08-24 21:00,B라인,0.538668718737976,0.4872727272727273,0.5187758631338399,0.38701923076923084
127,2026-08-24 20:00,A라인,0.016160061562139345,0.10181818181818189,0.0696683342597738,0.055288461538461425
128,2026-08-26 10:00,B라인,0.5182762601000388,0.49090909090909085,0.47940213698968576,0.3966346153846155
129,2026-08-25 22:00,C라인,0.8972681800692573,0.8727272727272726,0.9944413563090607,0.75
130,2026-08-26 02:00,C라인,0.8857252789534437,0.9272727272727272,0.985115187449818,0.7451923076923076
131,2026-08-26 08:00,A라인,0.8095421315890726,0.09818181818181818,0.06880365635229442,0.08894230769230771
132,2026-08-26 08:00,B라인,0.5532897268180071,0.4872727272727273,0.5087703044901489,0.3798076923076923
133,2026-08-24 07:00,B라인,0.5109657560600229,0.5636363636363636,0.516922981903527,0.41586538461538447
134,2026-08-25 20:00,B라인,0.5032704886494809,0.44363636363636366,0.5042307454758816,0.423076923076923
135,2026-08-26 04:00,A라인,0.02000769526741093,0.06909090909090906,0.027546167623988867,0.07451923076923067
136,2026-08-26 12:00,B라인,0.575221238938053,0.4654545454545453,0.511549626335619,0.44230769230769224
137,2026-08-26 13:00,B라인,0.5362792507607819,0.5490909090909091,0.5022852201840532,0.4110576923076923
138,2026-08-26 06:00,B라인,0.5971527510580995,0.5672727272727272,0.5241801000555866,0.4134615384615384
139,2026-08-25 16:00,A라인,0.06310119276644863,0.07272727272727278,0.0058056945216481675,0.057692307692307744
140,2026-08-24 07:00,A라인,0.0869565217391306,0.07272727272727278,0.057130504601321734,0.06971153846153846
141,2026-08-24 18:00,B라인,0.5362792507607819,0.45454545454545464,0.5249830152553889,0.4567307692307693
142,2026-08-25 08:00,C라인,0.9753751442862639,0.8872727272727271,0.9402136989685631,0.7139423076923076
143,2026-08-25 15:00,C라인,0.8903424393997689,0.9236363636363637,0.9675436971156816,0.7620192307692307
144,2026-08-25 06:00,A라인,0.07041169680646447,0.11272727272727273,0.02671237107034801,0.05288461538461532
145,2026-08-24 11:00,A라인,0.029242016160061748,0.04363636363636367,0.027854981162374108,0.09615384615384624
146,2026-08-24 18:00,C라인,0.9419007310504038,0.9927272727272726,0.9331109875856962,0.71875
147,2026-08-25 06:00,C라인,0.9984609465178913,0.9745454545454545,0.9513618677042801,0.7331730769230769
148,2026-08-24 20:00,B라인,0.5998460946517891,0.46909090909090917,0.5241801000555866,0.44230769230769224
149,2026-08-26 09:00,C라인,0.8949595998460945,0.9236363636363637,0.958773392625533,0.7548076923076922
150,2026-08-26 10:00,A라인,0.017314351673720765,0.1272727272727273,0.02526094743993597,0.02163461538461535
151,2026-08-25 21:00,B라인,0.5813774528664869,0.4581818181818182,0.47686986597492464,0.36538461538461525
153,2026-08-26 13:00,C라인,0.8849557522123891,0.9018181818181816,0.9405842752146254,0.7475961538461539
154,2026-08-26 15:00,C라인,1.0,0.9127272727272726,0.9634055957013158,0.6947115384615383
155,2026-08-24 09:00,B라인,0.5990765679107349,0.4581818181818182,0.4963868816008895,0.43509615384615374
156,2026-08-26 16:00,A라인,0.04155444401693006,0.04000000000000011,0.041504539559014446,0.08173076923076919
157,2026-08-25 03:00,C라인,0.899961523662947,0.88,0.9925267123710708,0.6850961538461537
158,2026-08-26 02:00,B라인,0.5455944594074644,0.5381818181818181,0.5113952195664256,0.43269230769230765
159,2026-08-26 07:00,A라인,0.06887264332435573,0.014545454545454556,0.046630844296213676,0.03365384615384618
161,2026-08-24 23:00,C라인,0.9649865332820317,0.9309090909090908,0.9752949169291582,0.7524038461538461
162,2026-08-26 17:00,B라인,0.6079261254328591,0.49090909090909085,0.48397257735779153,0.44230769230769224
163,2026-08-25 01:00,A라인,0.0019238168526360658,0.08727272727272734,0.032610709653511046,0.05288461538461532
165,2026-08-24 15:00,C라인,0.9796075413620623,0.9927272727272726,0.9761287134827991,0.7740384615384615
166,2026-08-25 00:00,A라인,0.10965756060023114,0.11272727272727273,0.03696498054474717,0.009615384615384623
167,2026-08-24 18:00,A라인,0.061562139284340435,0.007272727272727278,0.06871101229077885,0.06009615384615384
168,2026-08-24 06:00,C라인,0.9226625625240475,0.9563636363636363,0.9884194923105429,0.7692307692307693
169,2026-08-24 10:00,C라인,0.8872643324355519,0.8763636363636365,0.9372182076462234,0.7379807692307693
170,2026-08-24 08:00,B라인,0.544440169295883,0.5418181818181816,0.48934593292569967,0.38221153846153844
171,2026-08-24 14:00,C라인,0.9642170065409771,0.9345454545454543,0.9853313569266877,0.7740384615384615
173,2026-08-25 13:00,B라인,0.5663716814159295,0.56,0.4742758322524858,0.391826923076923
174,2026-08-26 15:00,B라인,0.571373605232782,0.4581818181818182,0.509851151874498,0.4110576923076923
175,2026-08-25 22:00,A라인,0.025009619084263388,0.02909090909090911,0.06241121610771429,0.007211538461538414
176,2026-08-26 17:00,A라인,0.022701038861100545,0.10181818181818189,0.05660552158606612,0.014423076923076936
177,2026-08-25 04:00,A라인,0.03347441323586011,0.010909090909090998,0.017200914088073428,0.06490384615384605
178,2026-08-24 11:00,B라인,0.5898422470180842,0.47999999999999987,0.5184361682416162,0.38221153846153844
180,2026-08-25 12:00,C라인,0.9122739515198153,0.9854545454545455,0.9403989870915942,1.0
181,2026-08-26 14:00,A라인,0.04578684109272842,0.007272727272727278,0.05095423383361128,0.040865384615384595
183,2026-08-25 15:00,B라인,0.6102347056560213,0.5054545454545454,0.53072694706936,0.40144230769230765
184,2026-08-25 14:00,B라인,0.5482878030011541,0.45090909090909076,0.5044777963065906,0.43750000000000006
185,2026-08-24 12:00,C라인,0.9507502885725279,0.9527272727272728,0.9482119696127479,0.704326923076923
