수집시각,구역,CPU온도,전력,응답시간,메모리
2026-08-25 13:00,Z2-브라보,0.4455236486486487,0.5599564941539018,0.4683636363636363,0.4531818181818182
2026-08-25 13:00,Z3-찰리,0.9104729729729734,0.8421100335357565,0.9294545454545454,0.5822727272727272
2026-08-25 14:00,Z1-알파,0.03800675675675671,0.12498867035257856,0.04509090909090911,0.2327272727272727
2026-08-25 14:00,Z2-브라보,0.45692567567567555,0.4952415480830237,0.5083636363636364,0.4763636363636364
2026-08-25 14:00,Z3-찰리,0.9535472972972975,0.9141665911356839,0.9338181818181817,0.6218181818181818
2026-08-25 15:00,Z1-알파,0.5213308123464374,0.061633281972264996,0.07272727272727272,0.21886363636363634
2026-08-25 15:00,Z2-브라보,0.4691722972972974,0.5105592313967189,0.48218181818181816,0.39522727272727276
2026-08-25 15:00,Z3-찰리,0.9607263513513516,0.9158886975437325,0.9716363636363639,0.6395454545454545
2026-08-25 16:00,Z1-알파,0.1376689189189189,0.07332547811112121,0.0516363636363636,0.20045454545454547
2026-08-25 16:00,Z2-브라보,0.4463682432432431,0.47385117375147273,0.3825454545454545,0.4604545454545454
2026-08-25 16:00,Z3-찰리,0.8821790540540544,0.9058279706335538,0.8916363636363637,0.6056818181818181
2026-08-25 17:00,Z1-알파,0.17103040540540534,0.13269283059911177,0.04,0.2745454545454545
2026-08-25 17:00,Z2-브라보,0.4472128378378381,0.472944801957763,0.5439999999999999,0.4611363636363636
2026-08-25 17:00,Z3-찰리,0.9932432432432434,0.8803589232303092,0.9178181818181819,0.6606818181818181
2026-08-25 18:00,Z1-알파,0.1097972972972974,0.038430164053294615,0.1665454545454545,0.21977272727272731
2026-08-25 18:00,Z2-브라보,0.4463682432432431,0.45119187890872825,0.5796363636363636,0.4597727272727272
2026-08-25 19:00,Z1-알파,0.024070945945945964,0.0,0.02109090909090903,0.2081818181818182
2026-08-25 19:00,Z2-브라보,0.5578547297297296,0.4648780929937461,0.5970909090909091,0.4659090909090909
2026-08-25 19:00,Z3-찰리,0.9375000000000004,0.9450738693011873,0.898909090909091,0.6122727272727272
2026-08-25 20:00,Z1-알파,0.08150337837837839,0.10423275627662468,0.08290909090909085,0.2618181818181818
2026-08-25 20:00,Z2-브라보,0.5578547297297296,0.4842744493791353,0.46763636363636363,0.42386363636363633
2026-08-25 20:00,Z3-찰리,1.0,0.8506299283966284,0.9505454545454545,0.5738636363636364
2026-08-25 21:00,Z1-알파,0.08572635135135143,0.11891597933472302,0.08945454545454544,0.21477272727272725
2026-08-25 21:00,Z2-브라보,0.466216216216216,0.5320402429076407,0.5527272727272726,0.4813636363636364
2026-08-25 21:00,Z3-찰리,0.850506756756757,0.8521707604459349,0.9796363636363635,0.610909090909091
2026-08-25 22:00,Z1-알파,0.7166385135135137,0.01975890510287313,0.008727272727272748,0.22
2026-08-25 22:00,Z2-브라보,0.5185810810810813,0.43804948789993653,0.4123636363636364,0.4034090909090909
2026-08-25 22:00,Z2-브라보,0.5198479729729732,0.43804948789993653,0.4123636363636364,0.4040909090909091
2026-08-25 22:00,Z3-찰리,0.9227195945945946,0.8440134143025468,0.9425454545454547,0.6136363636363636
2026-08-25 23:00,Z1-알파,0.07939189189189172,0.20139581256231293,0.09818181818181818,0.19772727272727272
2026-08-25 23:00,Z2-브라보,0.5109797297297296,0.49850448654037877,0.5614545454545454,0.43318181818181817
2026-08-25 23:00,Z3-찰리,0.9277871621621624,0.8932294027009879,0.9738181818181817,0.6368181818181818
2026-08-26 00:00,Z1-알파,0.12077702702702704,0.0719659204205565,0.10545454545454545,0.25068181818181823
2026-08-26 00:00,Z2-브라보,0.5777027027027025,0.4733073506752469,0.496,0.4040909090909091
2026-08-26 00:00,Z3-찰리,0.9877533783783787,0.9813287410495786,0.9221818181818182,0.4040909090909091
2026-08-26 01:00,Z1-알파,0.05616554054054049,0.06217710504849089,0.09963636363636366,0.24863636363636366
2026-08-26 01:00,Z2-브라보,0.43243243243243235,0.48626846732529677,0.5723636363636364,0.4445454545454545
2026-08-26 01:00,Z3-찰리,0.9413006756756757,0.9606634641529955,0.8385454545454545,0.6538636363636364
2026-08-26 02:00,Z1-알파,0.0,0.17221064080485804,0.07927272727272722,0.1906818181818182
2026-08-26 02:00,Z2-브라보,0.5021114864864866,0.5970271005166319,0.5352727272727273,0.34909090909090906
2026-08-26 02:00,Z3-찰리,0.9315878378378383,0.8871567116831325,0.9127272727272726,0.6527272727272727
2026-08-26 03:00,Z1-알파,0.04054054054054059,0.06861234478383027,0.1607272727272727,0.18613636363636366
2026-08-26 03:00,Z2-브라보,0.47043918918918937,0.448110214810115,0.44945454545454544,0.3411363636363637
2026-08-26 03:00,Z3-찰리,0.8813344594594599,0.884437596302003,0.8734545454545455,0.6381818181818182
2026-08-26 04:00,Z1-알파,0.11782094594594594,0.06326475120094266,0.11054545454545457,0.23999999999999996
2026-08-26 04:00,Z2-브라보,0.495777027027027,0.5169038339526872,0.47781818181818186,0.4040909090909091
2026-08-26 04:00,Z3-찰리,0.962837837837838,0.9735339436236745,0.8327272727272726,1.0
2026-08-26 05:00,Z1-알파,0.5213308123464374,0.030272817909906675,0.05454545454545454,0.24704545454545457
2026-08-26 05:00,Z2-브라보,0.4923986486486487,0.5463609172482551,0.46981818181818186,0.45295454545454544
2026-08-26 05:00,Z3-찰리,0.9446790540540545,0.8551617873651773,0.784,0.578409090909091
2026-08-26 06:00,Z1-알파,0.09248310810810804,0.13332729085470854,0.20218181818181816,0.20795454545454542
2026-08-26 06:00,Z2-브라보,0.46030405405405445,0.461161968639536,0.528,0.40454545454545454
2026-08-26 06:00,Z3-찰리,0.9054054054054056,0.954228224417656,0.9432727272727272,0.5922727272727273
2026-08-26 07:00,Z1-알파,0.053209459459459395,0.06127073325478103,0.16799999999999995,0.24227272727272728
2026-08-26 07:00,Z2-브라보,0.533783783783784,0.5018580621771049,0.5607272727272727,0.35727272727272724
2026-08-26 07:00,Z3-찰리,0.9780405405405407,0.9216894770234749,0.9229090909090909,0.5854545454545454
2026-08-26 08:00,Z1-알파,0.12837837837837837,0.15036708057645248,0.05818181818181818,0.2686363636363636
2026-08-26 08:00,Z2-브라보,0.540962837837838,0.5397444031541738,0.3992727272727272,0.4384090909090909
2026-08-26 08:00,Z3-찰리,0.945523648648649,0.5001546908284795,0.8676363636363637,0.5818181818181819
2026-08-26 09:00,Z1-알파,0.7166385135135137,0.07713223964470217,0.04072727272727269,0.19954545454545458
2026-08-26 09:00,Z2-브라보,0.42694256756756765,0.5353031813649958,0.45309090909090904,0.4215909090909091
2026-08-26 09:00,Z3-찰리,0.8813344594594599,0.9476117103235747,0.8785454545454545,0.6386363636363637
2026-08-26 10:00,Z1-알파,0.10853040540540546,0.052660201214538224,0.13381818181818175,0.2559090909090909
2026-08-26 10:00,Z2-브라보,0.5574324324324327,0.4532765340342609,0.5185454545454545,0.375
2026-08-26 10:00,Z3-찰리,0.8897804054054054,0.8378500861053203,0.8487272727272728,0.5811363636363637
2026-08-26 11:00,Z1-알파,0.05447635135135133,0.17248255234297097,0.18618181818181814,0.19590909090909092
2026-08-26 11:00,Z2-브라보,0.5532094594594594,0.5365721018761896,0.4581818181818181,0.4268181818181818
2026-08-26 11:00,Z3-찰리,0.8416385135135135,0.8869754373243904,0.7919999999999999,0.5556818181818183
2026-08-26 12:00,Z1-알파,0.06207770270270267,0.15000453185896853,0.09600000000000002,0.23931818181818185
2026-08-26 12:00,Z2-브라보,0.4843750000000001,0.43451463790446826,0.48218181818181816,0.475
2026-08-26 12:00,Z3-찰리,0.5213308123464374,0.8056738874286232,0.9519999999999998,0.6777272727272727
2026-08-26 13:00,Z1-알파,0.13724662162162166,0.06244901658660383,0.08,0.22136363636363632
2026-08-26 13:00,Z2-브라보,0.523648648648649,0.46832230580984324,0.4894545454545454,0.35954545454545456
2026-08-26 13:00,Z3-찰리,0.8640202702702703,0.9862231487356112,0.8785454545454545,0.6318181818181817
2026-08-26 14:00,Z1-알파,0.043918918918918894,0.07287229221426622,0.08145454545454547,0.23977272727272728
2026-08-26 14:00,Z2-브라보,0.563344594594595,0.4618870660745037,0.5047272727272727,0.3390909090909091
2026-08-26 14:00,Z3-찰리,0.956503378378379,0.9266745218888788,0.9614545454545453,0.6213636363636365
2026-08-26 15:00,Z1-알파,0.11993243243243232,0.13921870751382218,0.07781818181818184,0.4040909090909091
2026-08-26 15:00,Z2-브라보,0.4974662162162164,0.4680503942717303,0.5243636363636365,0.36750000000000005
2026-08-26 15:00,Z3-찰리,0.9049831081081081,0.8793619142572283,0.8523636363636364,0.5768181818181819
2026-08-26 16:00,Z1-알파,0.044763513513513625,0.05556059095440946,0.08290909090909085,0.19113636363636363
2026-08-26 16:00,Z2-브라보,0.4852195945945945,0.41693102510649854,0.4894545454545454,0.38181818181818183
2026-08-26 16:00,Z3-찰리,0.8956925675675675,1.0,0.7985454545454546,0.6161363636363636
2026-08-26 17:00,Z1-알파,0.1224662162162162,0.05954862684673247,0.030545454545454567,0.1715909090909091
2026-08-26 17:00,Z2-브라보,0.5663006756756757,0.5178102057463972,0.5185454545454545,0.42454545454545456
2026-08-26 17:00,Z3-찰리,0.9586148648648652,0.9250430526602011,0.9265454545454544,0.6481818181818183
2026-08-26 18:00,Z1-알파,0.10557432432432436,0.035257862775310435,0.08799999999999995,0.24090909090909093
2026-08-26 18:00,Z2-브라보,0.4902871621621623,0.5577812018489985,0.42545454545454536,0.4313636363636364
2026-08-26 18:00,Z3-찰리,0.9429898648648651,0.9559503308257046,0.928,0.5934090909090909
2026-08-26 19:00,Z1-알파,0.09543918918918913,0.1050484908909635,0.06909090909090909,0.27795454545454545
2026-08-26 19:00,Z2-브라보,0.4843750000000001,0.5424635185353033,0.46981818181818186,0.37454545454545457
2026-08-26 19:00,Z3-찰리,0.9784628378378382,0.8170941720293664,0.8407272727272728,0.6138636363636363
